index_name,value,timestamp,date
上证指数,3303.6666,2025-02-08 18:00:46,2025-02-07
深证指数,10576.00,2025-02-08 18:01:09,2025-02-07
上证指数,3303.6666,2025-02-08 18:01:11,2025-02-07
深证指数,10576.00,2025-02-09 18:00:44,2025-02-07
上证指数,3303.6666,2025-02-09 18:00:46,2025-02-07
深证指数,10576.00,2025-02-09 18:01:08,2025-02-07
上证指数,3303.6666,2025-02-09 18:01:09,2025-02-07
深证指数,10631.25,2025-02-10 18:00:44,2025-02-10
上证指数,3322.1698,2025-02-10 18:00:45,2025-02-10
深证指数,10631.25,2025-02-10 18:01:09,2025-02-10
上证指数,3322.1698,2025-02-10 18:01:11,2025-02-10
深证指数,10631.25,2025-02-11 08:53:12,2025-02-10
上证指数,3322.1655,2025-02-11 08:53:13,2025-02-11
深证指数,10631.25,2025-02-11 09:02:29,2025-02-11
上证指数,3322.1655,2025-02-11 09:02:31,2025-02-11
深证指数,10557.62,2025-02-11 18:00:44,2025-02-11
上证指数,3318.0569,2025-02-11 18:00:45,2025-02-11
深证指数,10557.62,2025-02-11 18:01:09,2025-02-11
上证指数,3318.0569,2025-02-11 18:01:11,2025-02-11
深证指数,10708.88,2025-02-12 18:00:46,2025-02-12
上证指数,3346.3854,2025-02-12 18:00:48,2025-02-12
深证指数,10708.88,2025-02-12 18:01:06,2025-02-12
上证指数,3346.3854,2025-02-12 18:01:08,2025-02-12
深证指数,10626.62,2025-02-13 18:00:44,2025-02-13
上证指数,3332.4826,2025-02-13 18:00:46,2025-02-13
深证指数,10626.62,2025-02-13 18:01:10,2025-02-13
上证指数,3332.4826,2025-02-13 18:01:12,2025-02-13
深证指数,10749.46,2025-02-14 18:00:43,2025-02-14
上证指数,3346.7242,2025-02-14 18:00:45,2025-02-14
深证指数,10749.46,2025-02-14 18:01:08,2025-02-14
上证指数,3346.7242,2025-02-14 18:01:10,2025-02-14
深证指数,10749.46,2025-02-15 18:00:43,2025-02-14
上证指数,3346.7242,2025-02-15 18:00:45,2025-02-14
深证指数,10749.46,2025-02-15 18:01:08,2025-02-14
上证指数,3346.7242,2025-02-15 18:01:09,2025-02-14
深证指数,10749.46,2025-02-16 18:00:43,2025-02-14
上证指数,3346.7242,2025-02-16 18:00:45,2025-02-14
深证指数,10749.46,2025-02-16 18:01:09,2025-02-14
上证指数,3346.7242,2025-02-16 18:01:11,2025-02-14
深证指数,10791.06,2025-02-17 18:00:45,2025-02-17
上证指数,3355.8296,2025-02-17 18:00:47,2025-02-17
深证指数,10791.06,2025-02-17 18:01:09,2025-02-17
上证指数,3355.8296,2025-02-17 18:01:11,2025-02-17
深证指数,10617.26,2025-02-18 18:00:43,2025-02-18
上证指数,3324.4906,2025-02-18 18:00:45,2025-02-18
深证指数,10617.26,2025-02-18 18:01:10,2025-02-18
上证指数,3324.4906,2025-02-18 18:01:12,2025-02-18
深证指数,10772.65,2025-02-19 18:00:42,2025-02-19
上证指数,3351.5392,2025-02-19 18:00:44,2025-02-19
深证指数,10772.65,2025-02-19 18:01:09,2025-02-19
上证指数,3351.5392,2025-02-19 18:01:11,2025-02-19
深证指数,10794.55,2025-02-20 18:00:41,2025-02-20
上证指数,3350.7833,2025-02-20 18:00:43,2025-02-20
深证指数,10794.55,2025-02-20 18:01:12,2025-02-20
上证指数,3350.7833,2025-02-20 18:01:14,2025-02-20
深证指数,10991.37,2025-02-21 18:00:42,2025-02-21
上证指数,3379.1128,2025-02-21 18:00:44,2025-02-21
深证指数,10991.37,2025-02-21 18:01:08,2025-02-21
上证指数,3379.1128,2025-02-21 18:01:10,2025-02-21
深证指数,10991.37,2025-02-22 18:00:42,2025-02-21
上证指数,3379.1128,2025-02-22 18:00:43,2025-02-21
深证指数,10991.37,2025-02-22 18:01:08,2025-02-21
上证指数,3379.1128,2025-02-22 18:01:10,2025-02-21
深证指数,10991.37,2025-02-23 18:00:47,2025-02-21
上证指数,3379.1128,2025-02-23 18:00:49,2025-02-21
深证指数,10991.37,2025-02-23 18:01:08,2025-02-21
上证指数,3379.1128,2025-02-23 18:01:10,2025-02-21
深证指数,10983.04,2025-02-24 18:00:41,2025-02-24
上证指数,3373.0276,2025-02-24 18:00:43,2025-02-24
深证指数,10983.04,2025-02-24 18:01:10,2025-02-24
上证指数,3373.0276,2025-02-24 18:01:12,2025-02-24
深证指数,10854.50,2025-02-25 18:00:41,2025-02-25
上证指数,3346.0398,2025-02-25 18:00:43,2025-02-25
深证指数,10854.50,2025-02-25 18:01:10,2025-02-25
上证指数,3346.0398,2025-02-25 18:01:11,2025-02-25
深证指数,10955.65,2025-02-26 18:00:41,2025-02-26
上证指数,3380.2144,2025-02-26 18:00:43,2025-02-26
深证指数,10955.65,2025-02-26 18:01:09,2025-02-26
上证指数,3380.2144,2025-02-26 18:01:10,2025-02-26
深证指数,10927.51,2025-02-27 18:00:40,2025-02-27
上证指数,3388.0622,2025-02-27 18:00:42,2025-02-27
深证指数,10927.51,2025-02-27 18:01:09,2025-02-27
上证指数,3388.0622,2025-02-27 18:01:10,2025-02-27
深证指数,10611.24,2025-02-28 18:00:40,2025-02-28
上证指数,3320.8973,2025-02-28 18:00:42,2025-02-28
深证指数,10611.24,2025-02-28 18:01:09,2025-02-28
上证指数,3320.8973,2025-02-28 18:01:10,2025-02-28
深证指数,10611.24,2025-03-01 18:00:40,2025-02-28
上证指数,3320.8973,2025-03-01 18:00:42,2025-02-28
深证指数,10611.24,2025-03-01 18:01:08,2025-02-28
上证指数,3320.8973,2025-03-01 18:01:10,2025-02-28
深证指数,10611.24,2025-03-02 18:00:48,2025-02-28
上证指数,3320.8973,2025-03-02 18:00:49,2025-02-28
深证指数,10611.24,2025-03-02 18:01:07,2025-02-28
上证指数,3320.8973,2025-03-02 18:01:09,2025-02-28
深证指数,10649.59,2025-03-03 18:00:43,2025-03-03
上证指数,3316.9253,2025-03-03 18:00:45,2025-03-03
深证指数,10649.59,2025-03-03 18:01:07,2025-03-03
上证指数,3316.9253,2025-03-03 18:01:09,2025-03-03
